Data File Name,2100 expert_mRNA Nano_DE13804677_2022-10-19_15-49-14.xad
Data File Path,F:\BPC\PAb_ME1_020
Date Created,"Wednesday, October 19, 2022 1:49:13 PM"
Date Last Modified,"Wednesday, October 19, 2022 2:19:41 PM"
Version Created,B.02.10.SI764
Version Last Modified,B.02.10.SI764
 
Assay Name,mRNA Nano Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,mRNA Nano
Assay Version,2.5
 
Number of Samples Run,12
 
Sample Name,Sample 3
Number of Events,1420
 
Time,Value
67.05,0.1570016
67.1,0.1342637
67.15,0.1305961
67.2,0.135886
67.25,0.1511031
67.3,0.1821407
67.35,0.1727877
67.4,0.1292019
67.45,0.1039076
67.5,0.1125159
67.55,0.1680892
67.6,0.2090524
67.65,0.2455075
67.7,0.2450098
67.75,0.2132028
67.8,0.1899887
67.85,0.1670373
67.9,0.1445393
67.95,0.1261239
68,0.1191639
68.05,0.1232169
68.1,0.1491572
68.15,0.1726734
68.2,0.1863196
68.25,0.1796382
68.3,0.1601607
68.35,0.14284
68.4,0.1232937
68.45,0.1472842
68.5,0.1622691
68.55,0.1969494
68.6,0.2101532
68.65,0.193664
68.7,0.198794
68.75,0.1882912
68.8,0.169325
68.85,0.1453063
68.9,0.1250793
68.95,0.1391275
69,0.1573886
69.05,0.1852237
69.1,0.1803134
69.15,0.1469064
69.2,0.1218837
69.25,0.1024882
69.3,0.1103542
69.35,0.126809
69.4,0.1482685
69.45,0.1708318
69.5,0.1805764
69.55,0.184793
69.6,0.2057524
69.65,0.1903487
69.7,0.1836284
69.75,0.1477366
69.8,0.1346755
69.85,0.1356927
69.9,0.1477846
69.95,0.168878
70,0.1842533
70.05,0.1746559
70.1,0.1594698
70.15,0.1567335
70.2,0.1733433
70.25,0.1951627
70.3,0.1984028
70.35,0.1980578
70.4,0.176496
70.45,0.1453083
70.5,0.1331126
70.55,0.1190361
70.6,0.1033502
70.65,0.1234008
70.7,0.1540747
70.75,0.2018742
70.8,0.2481788
70.85,0.2560142
70.9,0.2450768
70.95,0.2020806
71,0.1921731
71.05,0.1992842
71.1,0.215118
71.15,0.236389
71.2,0.2356477
71.25,0.2281432
71.3,0.2306418
71.35,0.2251341
71.4,0.2175281
71.45,0.2033576
71.5,0.1907269
71.55,0.1730566
71.6,0.1652067
71.65,0.1733095
71.7,0.1794312
71.75,0.1714383
71.8,0.1817352
71.85,0.147554
71.9,0.1270691
71.95,0.1295485
72,0.1479232
72.05,0.1721207
72.1,0.1988625
72.15,0.1963714
72.2,0.1750186
72.25,0.1697816
72.3,0.1732983
72.35,0.1548874
72.4,0.1303869
72.45,0.1342618
72.5,0.1406297
72.55,0.1566959
72.6,0.1989762
72.65,0.195268
72.7,0.183981
72.75,0.1494921
72.8,0.1232133
72.85,0.1236673
72.9,0.1328457
72.95,0.1404175
73,0.1539728
73.05,0.1558603
73.1,0.158453
73.15,0.1327449
73.2,0.1206612
73.25,0.1072505
73.3,9.937134E-02
73.35,0.1123886
73.4,0.1185977
73.45,0.1190172
73.5,0.1192979
73.55,0.120569
73.6,0.1124493
73.65,9.676759E-02
73.7,8.890979E-02
73.75,8.967508E-02
73.8,8.744451E-02
73.85,0.1222641
73.9,0.1284664
73.95,0.1395062
74,0.1198101
74.05,0.1218125
74.1,0.1391171
74.15,0.1533089
74.2,0.1499522
74.25,0.1487681
74.3,0.1417154
74.35,0.1445144
74.4,0.1537245
74.45,0.1584362
74.5,0.1502025
74.55,0.1374442
74.6,0.1317225
74.65,0.159468
74.7,0.1930465
74.75,0.2082864
74.8,0.2048081
74.85,0.1929274
74.9,0.1817458
74.95,0.1719702
75,0.1640348
75.05,0.1766695
75.1,0.173343
75.15,0.1837495
75.2,0.2082113
75.25,0.2214841
75.3,0.2189189
75.35,0.218387
75.4,0.2039389
75.45,0.1659711
75.5,0.1290973
75.55,0.1190377
75.6,0.1145204
75.65,0.122503
75.7,0.157189
75.75,0.1841238
75.8,0.1716365
75.85,0.1474208
75.9,0.1464213
75.95,0.118721
76,0.1129577
76.05,0.1316157
76.1,0.164179
76.15,0.1651444
76.2,0.1648208
76.25,0.1645893
76.3,0.1462484
76.35,0.134811
76.4,0.1220822
76.45,0.1151839
76.5,0.1222769
76.55,0.1362832
76.6,0.1440582
76.65,0.1474989
76.7,0.1602545
76.75,0.1686297
76.8,0.164835
76.85,0.1574813
76.9,0.1488173
76.95,0.1649374
77,0.1780792
77.05,0.2052843
77.1,0.2109034
77.15,0.2083566
77.2,0.2008998
77.25,0.2041447
77.3,0.2235823
77.35,0.2346495
77.4,0.2272338
77.45,0.2046101
77.5,0.174039
77.55,0.1682185
77.6,0.1683902
77.65,0.1559784
77.7,0.1590788
77.75,0.1826063
77.8,0.187558
77.85,0.1749176
77.9,0.1756083
77.95,0.1744432
78,0.1657411
78.05,0.1570206
78.1,0.194603
78.15,0.1947149
78.2,0.1892011
78.25,0.2022153
78.3,0.2032151
78.35,0.1875377
78.4,0.1656353
78.45,0.142592
78.5,0.1349454
78.55,0.1344088
78.6,0.1533918
78.65,0.1607913
78.7,0.1400494
78.75,0.1204721
78.8,9.765181E-02
78.85,0.1070645
78.9,0.1329691
78.95,0.1604051
79,0.1886748
79.05,0.1971375
79.1,0.2059414
79.15,0.234437
79.2,0.2402218
79.25,0.2411077
