Data File Name,2100 expert_mRNA Nano_DE13804677_2022-10-19_15-49-14.xad
23.9,0.550927
23.95,0.602631
24,0.6219534
24.05,0.6539494
24.1,0.6545332
24.15,0.6617769
24.2,0.6671574
24.25,0.6578991
24.3,0.6805133
24.35,0.7119527
24.4,0.7473465
24.45,0.7501458
24.5,0.7000545
24.55,0.627984
24.6,0.5501587
24.65,0.5235911
24.7,0.5369512
24.75,0.532333
24.8,0.5071507
24.85,0.4775529
24.9,0.454692
24.95,0.4446535
25,0.4563405
25.05,0.4854038
25.1,0.4803421
25.15,0.47019
25.2,0.4591815
25.25,0.459934
25.3,0.4332842
25.35,0.4406782
25.4,0.4556688
25.45,0.4577141
25.5,0.4654363
25.55,0.4771579
25.6,0.480857
25.65,0.4813738
25.7,0.4852344
25.75,0.5003267
25.8,0.5049164
25.85,0.511646
25.9,0.5240735
25.95,0.5237993
26,0.4986213
26.05,0.4777148
26.1,0.4895103
26.15,0.5111588
26.2,0.5324937
26.25,0.5626161
26.3,0.5725695
26.35,0.5677714
26.4,0.5844777
26.45,0.6456485
26.5,0.6938561
26.55,0.7442189
26.6,0.8547974
26.65,1.119075
26.7,1.601195
26.75,2.240179
26.8,2.869596
26.85,3.270744
26.9,3.322886
26.95,3.13284
27,2.802443
27.05,2.521958
27.1,2.314208
27.15,2.148422
27.2,1.987068
27.25,1.795455
27.3,1.587038
27.35,1.38799
27.4,1.25963
27.45,1.184192
27.5,1.146788
27.55,1.154011
27.6,1.159131
27.65,1.16482
27.7,1.141311
27.75,1.122377
27.8,1.073838
27.85,1.014539
27.9,0.9536015
27.95,0.9057205
28,0.8629555
28.05,0.8293129
28.1,0.7755685
28.15,0.744625
28.2,0.730111
28.25,0.7097468
28.3,0.6747471
28.35,0.6508981
28.4,0.6277407
28.45,0.6334348
28.5,0.6579549
28.55,0.6851426
28.6,0.7046775
28.65,0.7089393
28.7,0.7212662
28.75,0.7362731
28.8,0.7439883
28.85,0.7625404
28.9,0.7547544
28.95,0.7494848
29,0.7521831
29.05,0.7698752
29.1,0.7803438
29.15,0.8050871
29.2,0.8177192
29.25,0.8236726
29.3,0.8220162
29.35,0.8646157
29.4,0.9325996
29.45,1.008448
29.5,1.093397
29.55,1.154115
29.6,1.181911
29.65,1.220296
29.7,1.322185
29.75,1.503411
29.8,1.757059
29.85,2.054937
29.9,2.312104
29.95,2.488324
30,2.587624
30.05,2.655472
30.1,2.698138
30.15,2.758288
30.2,2.860609
30.25,2.977578
30.3,3.083628
30.35,3.173122
30.4,3.27441
30.45,3.358123
30.5,3.405395
30.55,3.55841
30.6,3.761572
30.65,4.031922
30.7,4.248636
30.75,4.38102
30.8,4.405324
30.85,4.340059
30.9,4.239167
30.95,4.142427
31,4.035235
31.05,3.879965
31.1,3.67313
31.15,3.416004
31.2,3.118704
31.25,2.830253
31.3,2.564717
31.35,2.295666
31.4,1.985855
31.45,1.709121
31.5,1.458409
31.55,1.277743
31.6,1.161669
31.65,1.116408
31.7,1.060387
31.75,0.9757444
31.8,0.9114203
31.85,0.8581045
31.9,0.8443792
31.95,0.8701309
32,0.8964736
32.05,0.9596268
32.1,1.036849
32.15,1.109769
32.2,1.167603
32.25,1.185083
32.3,1.188877
32.35,1.19453
32.4,1.180355
32.45,1.156941
32.5,1.126856
32.55,1.084439
32.6,1.036073
32.65,0.9852809
32.7,0.9408809
32.75,0.9024531
32.8,0.9092039
32.85,0.9356304
32.9,0.9300427
32.95,0.903555
33,0.8911303
33.05,0.8618289
33.1,0.8284768
33.15,0.845
33.2,0.8420191
33.25,0.8231342
33.3,0.8368702
33.35,0.8546452
33.4,0.8720335
33.45,0.873637
33.5,0.8618259
33.55,0.840305
33.6,0.8210002
33.65,0.8336433
33.7,0.8564112
33.75,0.8713215
33.8,0.8844046
33.85,0.8717192
33.9,0.8768042
33.95,0.8866737
34,0.8965552
34.05,0.9488642
34.1,1.013912
34.15,1.115303
34.2,1.197445
34.25,1.27545
34.3,1.348604
34.35,1.380098
34.4,1.427395
34.45,1.487602
34.5,1.521487
34.55,1.558998
34.6,1.579375
34.65,1.598901
34.7,1.599601
34.75,1.599908
34.8,1.606384
34.85,1.5704
34.9,1.513051
34.95,1.44542
35,1.352385
35.05,1.276178
35.1,1.246398
35.15,1.216805
35.2,1.16065
35.25,1.07388
35.3,1.006501
35.35,0.9291053
35.4,0.8751611
35.45,0.8659519
35.5,0.8730392
35.55,0.8474931
35.6,0.8632594
35.65,0.8846757
35.7,0.9172956
35.75,0.9254795
35.8,0.9566502
35.85,0.9992604
35.9,1.053934
35.95,1.107791
36,1.176213
36.05,1.248669
36.1,1.310653
36.15,1.390225
36.2,1.497894
36.25,1.605389
36.3,1.717476
36.35,1.849703
36.4,2.013136
36.45,2.152599
36.5,2.278315
36.55,2.372956
36.6,2.42364
36.65,2.465454
36.7,2.491267
36.75,2.50113
36.8,2.447744
36.85,2.35862
36.9,2.269997
36.95,2.168779
37,2.067318
37.05,1.97159
37.1,1.855721
37.15,1.751959
37.2,1.66452
37.25,1.608655
37.3,1.538477
37.35,1.464496
37.4,1.40802
37.45,1.367297
37.5,1.364657
37.55,1.387943
37.6,1.405169
37.65,1.412989
37.7,1.438459
37.75,1.490052
37.8,1.559142
37.85,1.672258
37.9,1.808589
37.95,1.894472
38,2.022472
38.05,2.15105
38.1,2.244095
38.15,2.340667
38.2,2.48877
38.25,2.652298
38.3,2.750678
38.35,2.830209
38.4,2.902981
38.45,2.906576
38.5,2.871538
38.55,2.801517
38.6,2.745979
38.65,2.691887
38.7,2.614887
38.75,2.535532
38.8,2.479068
38.85,2.418534
38.9,2.31853
38.95,2.218348
39,2.133596
39.05,2.054919
39.1,1.983427
39.15,1.939476
39.2,1.936156
39.25,1.849815
39.3,1.7656
39.35,1.685151
39.4,1.613661
39.45,1.584902
39.5,1.568393
39.55,1.558583
39.6,1.539543
39.65,1.5089
39.7,1.506315
39.75,1.49939
39.8,1.512465
39.85,1.537572
39.9,1.555761
39.95,1.556379
40,1.551369
40.05,1.542407
40.1,1.525378
40.15,1.51496
40.2,1.503357
40.25,1.485207
40.3,1.444146
40.35,1.4013
40.4,1.332365
40.45,1.286097
40.5,1.242588
40.55,1.210751
40.6,1.187963
40.65,1.186138
40.7,1.23791
40.75,1.223054
40.8,1.170724
40.85,1.111371
40.9,1.048618
40.95,1.013255
41,0.9901149
41.05,0.9955234
41.1,0.9778416
41.15,0.9367495
41.2,0.9258053
41.25,0.9174539
41.3,0.9030314
41.35,0.896436
41.4,0.8915343
41.45,0.8808407
41.5,0.850776
41.55,0.8363847
41.6,0.796972
41.65,0.7620448
41.7,0.7509338
41.75,0.7375505
41.8,0.7491941
41.85,0.7842922
41.9,0.763474
41.95,0.738274
42,0.699998
42.05,0.678353
42.1,0.6509465
42.15,0.6581685
42.2,0.6816223
42.25,0.7048595
42.3,0.7182059
42.35,0.7127153
42.4,0.6731898
42.45,0.6235677
42.5,0.5961759
42.55,0.6041377
42.6,0.6220492
42.65,0.6288491
42.7,0.6019497
42.75,0.5760925
42.8,0.5722601
42.85,0.5719014
42.9,0.5611461
42.95,0.5715671
43,0.535519
43.05,0.5262953
43.1,0.5261102
43.15,0.5514054
43.2,0.5637864
43.25,0.5546709
43.3,0.5527408
43.35,0.5550072
43.4,0.5610942
43.45,0.5710993
43.5,0.551906
43.55,0.5187641
43.6,0.4957575
43.65,0.4879622
43.7,0.5020638
43.75,0.5378264
43.8,0.5666768
43.85,0.5521019
43.9,0.5199215
43.95,0.495314
44,0.4696892
44.05,0.4648314
44.1,0.4840085
44.15,0.5104823
44.2,0.5250742
44.25,0.5163344
44.3,0.5063915
44.35,0.4969522
44.4,0.4809264
44.45,0.4855701
44.5,0.4853895
44.55,0.4861183
44.6,0.4853526
44.65,0.4713089
44.7,0.4624506
44.75,0.4581887
44.8,0.4600798
44.85,0.4634646
44.9,0.4880907
44.95,0.4989122
45,0.494163
45.05,0.4873495
45.1,0.4715177
45.15,0.4354629
45.2,0.4039985
45.25,0.4124491
45.3,0.4375988
45.35,0.454068
45.4,0.4732042
45.45,0.4743429
45.5,0.4419597
45.55,0.4300634
45.6,0.4273529
45.65,0.4455383
45.7,0.454144
45.75,0.4498675
45.8,0.4275973
45.85,0.4206069
45.9,0.4422295
45.95,0.4629232
46,0.4614151
46.05,0.44825
46.1,0.4047163
46.15,0.371628
46.2,0.3658052
46.25,0.3966181
46.3,0.41362
46.35,0.4193882
46.4,0.4067321
46.45,0.3846406
46.5,0.3731519
46.55,0.3530364
46.6,0.3641883
46.65,0.3718601
46.7,0.3883161
46.75,0.4019092
46.8,0.3807557
46.85,0.3830402
46.9,0.377943
46.95,0.3535419
47,0.3470829
47.05,0.3375756
47.1,0.3570873
47.15,0.3532714
47.2,0.3520471
47.25,0.3493944
47.3,0.3139068
47.35,0.2733124
47.4,0.2753333
47.45,0.3109911
47.5,0.3224094
47.55,0.3167073
47.6,0.3120926
47.65,0.2990369
47.7,0.2978986
47.75,0.3088602
47.8,0.316256
47.85,0.2992537
47.9,0.2809666
47.95,0.2874581
48,0.3027067
48.05,0.3080875
48.1,0.3168888
48.15,0.3151515
48.2,0.3199661
48.25,0.2971188
48.3,0.2873609
48.35,0.2950516
48.4,0.3025035
48.45,0.2870408
48.5,0.2833475
48.55,0.285562
48.6,0.2776699
48.65,0.2632791
48.7,0.2564832
48.75,0.26579
48.8,0.2768923
48.85,0.2805562
48.9,0.3032776
48.95,0.3153604
49,0.3154046
49.05,0.3076041
49.1,0.2970066
49.15,0.2873963
49.2,0.2485564
49.25,0.236271
49.3,0.2299956
49.35,0.2326553
49.4,0.2688065
49.45,0.2829139
49.5,0.275308
49.55,0.2562728
49.6,0.2457827
49.65,0.2622582
49.7,0.2865257
49.75,0.2946509
49.8,0.2917667
49.85,0.2663985
49.9,0.2514274
49.95,0.2479057
50,0.24633
50.05,0.2447176
50.1,0.234747
50.15,0.2332163
50.2,0.2444487
50.25,0.2590891
50.3,0.2790152
50.35,0.2802132
50.4,0.2502999
50.45,0.2361109
50.5,0.2142869
50.55,0.2077812
50.6,0.2310628
50.65,0.2460487
50.7,0.2778574
50.75,0.2724178
50.8,0.2682005
50.85,0.2657442
50.9,0.2474858
50.95,0.221601
51,0.2091687
51.05,0.2130215
51.1,0.2235105
51.15,0.224865
51.2,0.219909
51.25,0.2021994
51.3,0.1743161
51.35,0.1515115
51.4,0.1442082
51.45,0.1272629
51.5,0.1164383
51.55,0.1350454
51.6,0.1574978
51.65,0.1722504
51.7,0.174597
51.75,0.159413
51.8,0.1227618
51.85,0.1130103
51.9,0.1161012
51.95,0.1555081
52,0.168881
52.05,0.1711373
52.1,0.1773611
52.15,0.1516756
52.2,0.147798
52.25,0.148215
52.3,0.1408639
52.35,0.1593921
52.4,0.1754224
52.45,0.2057101
52.5,0.2288109
52.55,0.2264464
52.6,0.2125674
52.65,0.1934855
52.7,0.176247
52.75,0.1514909
52.8,0.1539893
52.85,0.1698416
52.9,0.1961589
52.95,0.2079029
53,0.2077511
53.05,0.1930206
53.1,0.1465386
53.15,0.1402535
53.2,0.1579514
53.25,0.1504471
53.3,0.1662039
53.35,0.1640384
53.4,0.1729897
53.45,0.1638149
53.5,0.1596482
53.55,0.1429613
53.6,0.1220121
53.65,0.1090633
53.7,0.1038093
53.75,0.1474954
53.8,0.1941171
53.85,0.2127701
53.9,0.2036647
53.95,0.1815309
54,0.1499411
54.05,0.1168857
54.1,0.1346037
54.15,0.1531683
54.2,0.1667541
54.25,0.1903879
54.3,0.1965478
54.35,0.1906662
54.4,0.1697598
54.45,0.1248253
54.5,0.1060205
54.55,9.492074E-02
54.6,7.975706E-02
54.65,7.570512E-02
54.7,0.1003781
54.75,0.114812
54.8,0.1121533
54.85,0.1250195
54.9,0.1626409
54.95,0.163822
55,0.1686644
55.05,0.1751072
55.1,0.1675434
55.15,0.1543615
55.2,0.1399284
55.25,0.1301886
55.3,0.1136985
55.35,9.388317E-02
55.4,9.245427E-02
55.45,0.1032174
55.5,0.1254762
55.55,0.1194967
55.6,0.1170712
55.65,0.1178304
55.7,0.1206417
55.75,0.1395084
55.8,0.1919926
55.85,0.2098867
55.9,0.2234885
55.95,0.2132487
56,0.220209
56.05,0.2247124
56.1,0.2199074
56.15,0.2073631
56.2,0.1911319
56.25,0.1743185
56.3,0.1649096
56.35,0.1637266
56.4,0.1785075
56.45,0.1859755
56.5,0.1850971
56.55,0.188513
56.6,0.1877165
56.65,0.1741689
56.7,0.1679933
56.75,0.1823815
56.8,0.1917842
56.85,0.1772894
56.9,0.188935
56.95,0.1841517
57,0.1781811
57.05,0.1426986
57.1,0.1398489
57.15,0.1274058
57.2,0.1351517
57.25,0.1473199
57.3,0.1623466
57.35,0.1549761
57.4,0.1560915
57.45,0.1524645
57.5,0.1563776
57.55,0.1417043
57.6,0.1405124
57.65,0.1442217
57.7,0.1587174
57.75,0.1851996
57.8,0.2028783
57.85,0.206117
57.9,0.1767346
57.95,0.1462117
58,0.1294197
58.05,0.1069176
58.1,0.1131949
58.15,0.1208739
58.2,0.1502097
58.25,0.1893159
58.3,0.1776617
58.35,0.1621626
58.4,0.1453753
58.45,0.130239
58.5,0.1324619
58.55,0.1495363
58.6,0.18276
58.65,0.1881331
58.7,0.1855228
58.75,0.1649941
58.8,0.1134851
58.85,6.883075E-02
58.9,5.117237E-02
58.95,7.382012E-02
59,0.1102587
59.05,0.1389121
59.1,0.1503511
59.15,0.1388184
59.2,0.1560071
59.25,0.1655481
59.3,0.1803624
59.35,0.1889303
59.4,0.1949195
59.45,0.1657981
59.5,0.1753035
59.55,0.1977262
59.6,0.2102853
59.65,0.1833307
59.7,0.173225
59.75,0.1541355
59.8,0.1721889
59.85,0.1726634
59.9,0.1857226
59.95,0.1762043
60,0.1442214
60.05,0.1318197
60.1,0.1340637
60.15,0.1247647
60.2,0.1141048
60.25,0.1019323
60.3,0.1204212
60.35,0.1341821
60.4,0.143133
60.45,0.1673113
60.5,0.1503075
60.55,0.1289697
60.6,0.1146057
60.65,0.1011588
60.7,0.1168475
60.75,0.1378243
60.8,0.163496
60.85,0.1891899
60.9,0.1769569
60.95,0.1707051
61,0.1629959
61.05,0.1625993
61.1,0.1628383
61.15,0.1538437
61.2,0.1606972
61.25,0.1766223
61.3,0.1941877
61.35,0.2157081
61.4,0.2145422
61.45,0.2014934
61.5,0.1815268
61.55,0.1662405
61.6,0.1589437
61.65,0.1622878
61.7,0.1820562
61.75,0.1791876
61.8,0.1733422
61.85,0.167134
61.9,0.1698096
61.95,0.1896668
62,0.173327
62.05,0.1382064
62.1,0.1504243
62.15,0.1494341
62.2,0.1379422
62.25,0.1224025
62.3,0.1146378
62.35,9.482723E-02
62.4,9.970882E-02
62.45,0.1565145
62.5,0.1880066
62.55,0.1836153
62.6,0.1774683
62.65,0.1791891
62.7,0.1601859
62.75,0.1259731
62.8,0.1110912
62.85,9.743358E-02
62.9,9.769653E-02
62.95,0.1133463
63,0.1451215
63.05,0.151003
63.1,0.1455217
63.15,0.1454975
63.2,0.1600426
63.25,0.1418935
63.3,0.1342299
63.35,0.1280339
63.4,0.1253236
63.45,0.127948
63.5,0.148021
63.55,0.1840744
63.6,0.1981599
63.65,0.1834395
63.7,0.1726996
63.75,0.1589286
63.8,0.1348711
63.85,0.1184482
63.9,0.1274249
63.95,0.1534261
64,0.1596004
64.05,0.1596486
64.1,0.155988
64.15,0.1376241
64.2,0.1143509
64.25,0.1260873
64.3,0.1681716
64.35,0.1855338
64.4,0.1933255
64.45,0.1853791
64.5,0.1678172
64.55,0.148957
64.6,0.1332192
64.65,0.1462109
64.7,0.1305846
64.75,0.1169695
64.8,0.1165557
64.85,0.1104641
64.9,0.1328668
64.95,0.151662
65,0.1569268
65.05,0.1484176
65.1,0.1412511
65.15,0.1498763
65.2,0.1581111
65.25,0.1780795
65.3,0.2070039
65.35,0.2125927
65.4,0.1939607
65.45,0.1645593
65.5,0.1496037
65.55,0.1277055
65.6,0.1386207
65.65,0.1495337
65.7,0.1477207
65.75,0.1583818
65.8,0.1763665
65.85,0.1836756
65.9,0.2057473
65.95,0.2142414
66,0.2092394
66.05,0.1871617
66.1,0.183641
66.15,0.1718325
66.2,0.1577388
66.25,0.1298155
66.3,0.1301636
66.35,0.1396134
66.4,0.1441386
66.45,0.1400761
66.5,0.1297551
66.55,0.1205602
66.6,0.1128414
66.65,0.127698
66.7,0.138156
66.75,0.1182192
66.8,9.943345E-02
66.85,0.0993223
66.9,9.701534E-02
66.95,0.1432986
67,0.2044403
67.05,0.2174719
67.1,0.1881282
67.15,0.1579754
67.2,0.1630407
67.25,0.1757057
67.3,0.1793408
67.35,0.1863105
67.4,0.1776498
67.45,0.1770353
67.5,0.1777304
67.55,0.1925439
67.6,0.191865
67.65,0.1653588
67.7,0.1344999
67.75,0.1026537
67.8,8.996775E-02
67.85,9.319164E-02
67.9,0.1000006
67.95,0.1151447
68,0.1322168
68.05,0.1479444
68.1,0.139408
68.15,0.1277131
68.2,0.128425
68.25,0.1303935
68.3,0.1295559
68.35,0.1468491
68.4,0.1395454
68.45,0.1600796
68.5,0.1662926
68.55,0.1542345
68.6,0.1539684
68.65,0.1599311
68.7,0.1591492
68.75,0.1579372
68.8,0.1659483
68.85,0.1628888
68.9,0.1427619
68.95,0.1476131
69,0.1708089
69.05,0.1794868
69.1,0.1709673
69.15,0.1561284
69.2,0.1452269
69.25,0.1507799
69.3,0.1674435
69.35,0.1799648
69.4,0.1728897
69.45,0.1506987
69.5,0.11296
69.55,0.1058062
69.6,0.1164145
69.65,0.1251321
69.7,0.1314999
69.75,0.1598305
69.8,0.1832263
69.85,0.1750493
69.9,0.1515207
69.95,0.1407934
70,0.11473
70.05,0.1048295
70.1,0.1314066
70.15,0.1526625
70.2,0.1532265
70.25,0.1574701
70.3,0.159771
70.35,0.1529659
70.4,0.1474346
70.45,0.1470929
70.5,0.1297111
70.55,0.1157513
70.6,0.1215614
70.65,0.1312658
70.7,0.1421868
70.75,0.1440896
70.8,0.1322472
70.85,0.1179519
70.9,8.851329E-02
70.95,0.1127531
71,0.1625151
71.05,0.1862666
71.1,0.1941125
71.15,0.1972857
71.2,0.1921083
71.25,0.1901356
71.3,0.1988572
71.35,0.1980139
71.4,0.184965
71.45,0.1821226
71.5,0.2011668
71.55,0.2131396
71.6,0.2111739
71.65,0.1925373
71.7,0.1492016
71.75,0.1187761
71.8,0.121038
71.85,0.1275938
71.9,0.1287859
71.95,0.1126441
72,0.1024545
72.05,0.1005884
72.1,0.1129492
72.15,0.1374051
72.2,0.1418304
72.25,0.1368926
72.3,0.1233738
72.35,0.1089309
72.4,0.1240448
72.45,0.1469177
72.5,0.1592558
72.55,0.1588201
72.6,0.1778929
72.65,0.1852762
72.7,0.1683289
72.75,0.1632194
72.8,0.1675897
72.85,0.1703564
72.9,0.1680546
72.95,0.1687356
73,0.1643188
73.05,0.1556106
73.1,0.1466122
73.15,0.1438904
73.2,0.1399696
73.25,0.1428519
73.3,0.1288484
73.35,0.135163
73.4,0.1591461
73.45,0.1673312
73.5,0.15249
73.55,0.1303707
73.6,0.1165859
73.65,0.1196519
73.7,0.1105337
73.75,0.1430798
73.8,0.1558668
73.85,0.1608255
73.9,0.1487265
73.95,0.1565735
74,0.1542904
74.05,0.1420025
74.1,0.1511614
74.15,0.14927
74.2,0.1526066
74.25,0.1738768
74.3,0.1956195
74.35,0.1841208
74.4,0.1483189
74.45,0.1242283
74.5,9.628361E-02
74.55,7.967483E-02
74.6,0.120524
74.65,0.1540017
74.7,0.1598167
74.75,0.1443988
74.8,0.1541274
74.85,0.1302654
74.9,0.1096153
74.95,0.1012445
75,0.1106891
75.05,0.1260965
75.1,0.1453928
75.15,0.1420172
75.2,0.1277675
75.25,9.111285E-02
75.3,8.979587E-02
75.35,0.1087634
75.4,0.1482696
75.45,0.1692163
75.5,0.1721713
75.55,0.1891355
75.6,0.178314
75.65,0.1633615
75.7,0.1380707
75.75,0.1318864
75.8,0.1255738
75.85,0.1304841
75.9,0.1632357
75.95,0.177193
76,0.1556931
76.05,0.1240045
76.1,0.1043496
76.15,0.1067443
76.2,0.1074389
76.25,0.109355
76.3,0.1158746
76.35,0.11565
76.4,0.1320592
76.45,0.1491801
76.5,0.1464194
76.55,0.1263698
76.6,0.1019544
76.65,8.829033E-02
76.7,0.100806
76.75,0.125613
76.8,0.1420409
76.85,0.1136405
76.9,9.586845E-02
76.95,0.1020473
77,0.0946748
77.05,9.449669E-02
77.1,0.1018277
77.15,0.1034763
77.2,8.327939E-02
77.25,7.416134E-02
77.3,8.967648E-02
77.35,0.1027287
77.4,9.484123E-02
77.45,0.128513
77.5,0.1522293
77.55,0.1353471
77.6,0.1311469
77.65,0.1279289
77.7,0.1034907
77.75,0.1050472
77.8,0.1253407
77.85,0.1416584
77.9,0.13084
77.95,0.1198889
78,0.1188883
78.05,0.1070959
78.1,0.1075416
78.15,0.1311523
78.2,0.1449075
78.25,0.1452663
78.3,0.1532292
78.35,0.1655934
78.4,0.176953
78.45,0.1740582
78.5,0.1450376
78.55,0.1140283
78.6,0.0929516
78.65,0.0984459
78.7,0.1314692
78.75,0.1448143
78.8,0.1492278
78.85,0.1170966
78.9,8.153342E-02
78.95,6.779531E-02
79,0.0729899
79.05,8.844136E-02
79.1,9.531847E-02
79.15,9.605093E-02
79.2,8.753391E-02
79.25,8.284658E-02
79.3,8.725283E-02
79.35,9.108375E-02
79.4,8.705336E-02
79.45,7.198378E-02
79.5,8.064052E-02
79.55,0.1019582
79.6,0.1103636
79.65,0.1210353
79.7,0.1213416
79.75,0.1252991
79.8,0.1173706
79.85,0.1377188
79.9,0.1566925
79.95,0.1376477
80,0.1127666
80.05,0.1079101
80.1,9.431528E-02
80.15,7.181411E-02
80.2,0.062687
80.25,5.120592E-02
80.3,4.345432E-02
80.35,5.052001E-02
80.4,6.497723E-02
80.45,6.795467E-02
80.5,5.687277E-02
80.55,5.227551E-02
80.6,6.653907E-02
80.65,9.876103E-02
80.7,0.1248627
80.75,0.1361524
80.8,0.1247229
80.85,0.1028035
80.9,9.173235E-02
80.95,9.778796E-02
81,0.1008744
81.05,8.937708E-02
81.1,8.632267E-02
81.15,7.276759E-02
81.2,5.122231E-02
81.25,6.720288E-02
81.3,8.555711E-02
81.35,0.1017904
81.4,9.224119E-02
81.45,7.846886E-02
81.5,6.744168E-02
81.55,0.0628628
81.6,6.207274E-02
81.65,7.982391E-02
81.7,9.885597E-02
81.75,0.1088562
81.8,0.1088562
81.85,0.1088562
81.9,0.1088562
81.95,0.1088562
82,0.1088562
82.05,0.1088562
82.1,0.1088562
82.15,0.1088562
82.2,0.1088562
82.25,0.1088562
82.3,0.1088562
82.35,0.1088562
82.4,0.1088562
82.45,0.1088562
82.5,0.1088562
82.55,0.1088562
82.6,0.1088562
82.65,0.1088562
